name,cell,block,port,bit,phase,row_index,x_um,y_um,width_um,height_um,orient,gds
Xw1_bit05_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,5,1,1,654.245,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit07_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,7,1,1,680.35,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit09_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,9,1,1,706.455,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit11_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,11,1,1,732.555,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit13_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,13,1,1,758.66,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit15_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,15,1,1,784.765,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit17_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,17,1,1,810.87,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit19_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,19,1,1,836.97,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit21_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,21,1,1,863.075,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit23_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,23,1,1,889.18,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit25_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,25,1,1,915.285,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit27_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,27,1,1,941.385,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit29_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,29,1,1,967.49,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
Xw1_bit31_write_driver,detronyx_12t_write_driver_rc1,write_driver,w1,31,1,1,993.595,1236.07,25.95,68.88,N,reports/periphery_block_leaves/detronyx_12t_write_driver_rc1/layout/detronyx_12t_write_driver_rc1.gds
